A,ə|'eɪ
ACTRESS'S,'æktrəsəz
ACTRESSES,'æktrəsəz
ACTS,'ækts|'æks
ACTUAL,'æktʃəwəl|'ækʃəl
ACTUALITY,æktʃəw'æləti
ACTUALIZE,'æktʃəwəlaɪz
ACTUALLY,'æktʃəwəli|'ækʃli|'æktʃli|'ækʃəli
ACTUARIAL,æktʃəw'eriəl
ACTUARIES,'æktʃəweriz
ACTUARY,'æktʃəweri
ACTUATE,'æktʃuweɪt
ACTUATOR,'æktjueɪtər|'æktʃueɪtər
ACTUATORS,'æktjueɪtərz|'æktʃueɪtərz
ACTUS,'æktəs
ACUFF,ək'ʌf
ACUITY,əkj'uəti
ACUMEN,əkj'umən
ACUNA,ak'unə
ACUPUNCTURE,'ækjupʌŋktʃər
ACURA,'ækjərə
ACURA'S,'ækjərəz
ACURAS,'ækjərəz
ACUSON,ækj'usən
ACUSTAR,'ækjustar
ACUSYST,'ækjusəst
ACUTE,əkj'ut
ACUTELY,əkj'utli
ACUTENESS,əkj'utnəs
ACYCLOVIR,əs'ɪkloʊvɪr
AD,'æd
AD'S,'ædz
ADA,'eɪdə
ADA'S,'eɪdəz
ADABEL,'ædəbel
ADABELLE,'ædəbəl
ADACHI,ad'aki
ADAGE,'ædədʒ
ADAGIO,əd'aʒioʊ
ADAH,'æda
ADAIR,əd'er
ADAIRE,ad'er
ADAK,əd'æk
ADALAH,ad'alə
ADALIA,ad'aliə
ADAM,'ædəm
ADAM'S,'ædəmz
ADAMANT,'ædəmənt
ADAMANTLY,'ædəməntli
ADAMCIK,'adəmtʃək
ADAMCZAK,'adəmtʃæk
ADAMCZYK,'adəmtʃək
ADAME,ad'ami
ADAMEC,əd'amək
ADAMEK,əd'amek
ADAMES,əd'eɪmz
ADAMI,ad'ami
ADAMIK,əd'amək
ADAMINA,adam'inə
ADAMKUS,'ædəmkəs
ADAMO,ad'amoʊ
ADAMOWICZ,əd'aməvətʃ
ADAMS,'ædəmz
ADAMS','ædəmz
ADAMS'S,'ædəmzəz
ADAMSKI,əd'æmski
ADAMSON,'ædəmsən
ADAMSTOWN,'ædəmstaʊn
ADAN,'eɪdən
ADAPSO,əd'æpsoʊ
ADAPT,əd'æpt
ADAPTABILITY,ədæptəb'ɪləti
ADAPTABLE,əd'æptəbəl
ADAPTAPLEX,əd'æptəpleks
ADAPTATION,ædəpt'eɪʃən
ADAPTATIONS,ædæpt'eɪʃənz|ædəpt'eɪʃənz
ADAPTEC,əd'æptek
ADAPTEC'S,əd'æpteks
ADAPTED,əd'æptəd
ADAPTER,əd'æptər
ADAPTERS,əd'æptərz
ADAPTING,əd'æptəŋ
ADAPTIVE,əd'æptəv
ADAPTOR,əd'æptər
ADAPTORS,əd'æptərz
ADAPTS,əd'æpts
ADAR,əd'ar
ADARAND,'ædərænd
ADAS,'eɪdəz
ADAY,əd'eɪ
ADAZA,əd'azə
ADCOCK,ədk'ak
ADCOX,ədk'aks
ADD,'æd
ADDAIR,əd'er
ADDAMS,'ædəmz
ADDED,'ædəd
ADDENDUM,əd'edəm
ADDENDUMS,əd'edəmz
ADDEO,'adioʊ
ADDER,'ædər
ADDERLEY,əd'ʌrli
ADDICKS,'ædəks
ADDICT,əd'ɪkt|'ædɪkt
ADDICTED,əd'ɪktəd
ADDICTING,əd'ɪktəŋ
ADDICTION,əd'ɪkʃən
ADDICTIONS,əd'ɪkʃənz
ADDICTIVE,əd'ɪktəv
ADDICTS,əd'ɪkts|'ædɪkts
ADDIDAS,əd'idəs
ADDIDAS',əd'idəs
ADDIDAS'S,əd'idəsəz
ADDIDASES,əd'idəsəz
ADDIE,'ædi
ADDING,'ædəŋ
ADDINGTON,'ædəŋtən
ADDIS,'adəs
ADDISABABA,'adəsəb'abə|'adisəb'abə
ADDISON,'ædəsən
ADDISON'S,'ædəsənz
ADDITION,əd'ɪʃən
ADDITIONAL,əd'ɪʃənəl|əd'ɪʃnəl
ADDITIONALLY,əd'ɪʃənəli|əd'ɪʃnəli
ADDITIONS,əd'ɪʃənz
ADDITIVE,'ædətəv
ADDITIVES,'ædətəvz
ADDLE,'ædəl
ADDLED,'ædəld
ADDLEMAN,'ædəlmən
ADDRESS,'ædres|ədr'es
ADDRESSABLE,ədr'esəbəl
ADDRESSED,ədr'est
ADDRESSEE,ædres'i
ADDRESSES,'ædr'esəz|ədr'esəz
ADDRESSING,ədr'esəŋ
ADDS,'ædz
ADDUCI,ad'utʃi
ADDUCT,'ædəkt
ADDWEST,ædw'est
ADDY,'ædi
ADDYSTON,'ædistən
ADE,'eɪd
ADEE,əd'i
ADEL,əd'el
ADELA,əd'elə
ADELAAR,'ædəlar
ADELAIDE,'ædəleɪd
ADELANTO,ædəl'antoʊ
ADELBERT,əd'elbərt
ADELE,əd'el
ADELE'S,əd'elz
ADELINE,'ædəlaɪn
ADELIZZI,ædəl'izi
ADELL,əd'el
ADELL'S,əd'elz
ADELLE,əd'el
ADELMAN,'ædəlmən|'edəlmən
ADELMANN,'ædəlmən
ADELPHA,əd'elfə
ADELPHI,əd'elfi
ADELPHIA,əd'elfiə
ADELPHIA'S,əd'elfiəz
ADELSBERGER,'ædəlzbərgər
ADELSON,'ædəlsən
ADELSTEIN,'ædəlstaɪn|'ædəlstin
ADEN,'eɪdən
ADENA,'ædənə
ADENAUER,'eɪdənaʊr|'ædənaʊr
ADENINE,'ædənin
ADENOID,'ædənoɪd
ADENOIDS,'ædənoɪdz
ADENOSCAN,əd'enəskæn
ADENOSINE,əd'enəsin
ADENOVIRUS,əd'enəvaɪrəs
ADEPT,əd'ept
ADEQUACY,'ædəkwəsi
ADEQUATE,'ædəkwət|'ædəkweɪt
ADEQUATELY,'ædəkwətli
ADER,'eɪdər
ADERHOLD,'ædərhoʊld
ADERHOLT,'ædərhoʊlt
ADERMAN,'ædərmən
ADES,'eɪdz
ADEY,'eɪdi
ADGER,'ædʒər
ADHAM,'ædhæm
ADHERE,ədh'ɪr
ADHERED,ædh'ɪrd
ADHERENCE,ədh'ɪrəns
ADHERENT,ədh'ɪrənt
ADHERENTS,ædh'ɪrənts
ADHERES,ədh'ɪrz
ADHERING,ədh'ɪrəŋ
ADHESION,ædh'iʒən
ADHESIVE,ædh'isəv|ədh'isəv
ADHESIVES,ædh'isəvz|ədh'isəvz
ADHOC,'ædh'ak
ADIA,'adiə
ADID,əd'ɪd
ADIDAS,əd'idəs
ADIDAS'S,əd'idəsəz
ADIEU,əd'u
ADIN,əd'ɪn
ADINA,ad'inə
ADINE,ad'ini
ADINOLFI,adin'oʊlfi
ADIOS,adi'oʊs
ADIPOSE,'ædəpoʊs
ADIRONDACK,ædər'andæk
ADISQ,əd'ɪsk|'eɪdəsk
ADJACENT,ədʒ'eɪsənt
ADJANI,æddʒ'ani
ADJECTIVE,'ædʒəktəv
ADJECTIVES,'ædʒəktəvz
ADJOIN,ədʒ'oɪn
ADJOINING,ədʒ'oɪnəŋ
ADJOINS,ədʒ'oɪnz
ADJOURN,ədʒ'ʌrn
ADJOURNED,ədʒ'ʌrnd
ADJOURNING,ədʒ'ʌrnəŋ
ADJOURNMENT,ədʒ'ʌrnmənt
ADJOURNS,ədʒ'ʌrnz
ADJUDGE,ədʒ'ʌdʒ
ADJUDGED,ədʒ'ʌdʒd
ADJUDICATE,ədʒ'udəkeɪt
ADJUDICATED,ədʒ'udəkeɪtəd
ADJUDICATING,ədʒ'udəkeɪtəŋ
ADJUDICATION,ədʒudək'eɪʃən
ADJUNCT,'ædʒʌŋkt
ADJUNCTS,'ædʒʌŋkts
ADJUST,ədʒ'ʌst
ADJUSTABLE,ədʒ'ʌstəbəl
ADJUSTABLES,ədʒ'ʌstəbəlz
ADJUSTED,ədʒ'ʌstəd
ADJUSTER,ədʒ'ʌstər
ADJUSTERS,ədʒ'ʌstərz
ADJUSTING,ədʒ'ʌstəŋ
ADJUSTMENT,ədʒ'ʌstmənt
ADJUSTMENTS,ədʒ'ʌstmənts
ADJUSTS,ədʒ'ʌsts|ədʒ'ʌs
ADJUTANT,'ædʒətənt
ADKINS,'ædkənz
ADKINSON,'ædkənsən
ADKISON,'ædkəsən
ADKISSON,'ædkəsən
ADLAI,adl'ai
ADLER,'ædlər
ADLER'S,'ædlərz
ADLERS,'ædlərz
ADLEY,'ædli
ADLIB,'ædl'ɪb
ADLON,'ædlan
ADLONG,'ædloŋ
ADLTABATABA,adəltabət'abə
ADLTABATABAI,adəltabətʌb'aɪ
ADMAN,'ædmən
ADMEN,'ædmən
ADMINISTER,ədm'ɪnəstər
ADMINISTERED,ədm'ɪnəstərd
ADMINISTERING,ædm'ɪnəstərəŋ
ADMINISTERS,ædm'ɪnəstərz
ADMINISTRATE,ædm'ɪnəstreɪt
ADMINISTRATING,ədm'ɪnəstreɪtəŋ
ADMINISTRATION,ædmɪnəstr'eɪʃən
ADMINISTRATION'S,ædmɪnəstr'eɪʃənz
ADMINISTRATIONS,ædmɪnəstr'eɪʃənz
ADMINISTRATIONS',ædmɪnəstr'eɪʃənz
ADMINISTRATIVE,ədm'ɪnəstreɪtəv
ADMINISTRATIVELY,ædmɪnəstr'eɪtəvli
ADMINISTRATOR,ədm'ɪnəstreɪtər
ADMINISTRATOR'S,ædm'ɪnəstreɪtərz
ADMINISTRATORS,ædm'ɪnəstreɪtərz
ADMINISTRATORS',ædm'ɪnəstreɪtərz
ADMIRA,ædm'aɪrə
ADMIRA'S,ædm'aɪrəz
ADMIRABLE,'ædmərəbəl|'ædmrəbəl
ADMIRABLY,'ædmərəbli
ADMIRAL,'ædmərəl
ADMIRAL'S,'ædmərəlz
ADMIRALS,'ædmərəlz
ADMIRALTY,'ædmərəlti
ADMIRATION,ædmər'eɪʃən
ADMIRATIONS,ædmər'eɪʃənz
ADMIRE,ædm'aɪr
ADMIRED,ədm'aɪərd
ADMIRER,ædm'aɪrər
ADMIRERS,ədm'aɪrərz
ADMIRES,ædm'aɪrz
ADMIRING,ædm'aɪrəŋ
ADMIRINGLY,ædm'aɪrəŋli
ADMISSIBILITY,ədmɪsəb'ɪləti
ADMISSIBLE,ədm'ɪsəbəl
ADMISSION,ædm'ɪʃən|ədm'ɪʃən
ADMISSIONS,ædm'ɪʃənz|ədm'ɪʃənz
ADMIT,ədm'ɪt
ADMITS,ədm'ɪts
ADMITTANCE,ədm'ɪtəns
ADMITTED,ədm'ɪtəd
ADMITTEDLY,ædm'ɪtədli
ADMITTING,ædm'ɪtəŋ|ədm'ɪtəŋ
ADMONISH,ædm'anəʃ
ADMONISHED,ədm'anəʃt
ADMONISHES,ædm'anəʃəz
ADMONISHING,ædm'anəʃəŋ
ADMONISHMENT,ædm'anəʃment
ADMONITION,ædmən'ɪʃən
ADMONITIONS,ædmən'ɪʃənz
ADNAN,'ædnən
ADNAUSEUM,'ædn'oziəm
ADNEY,'ædni
ADO,əd'u
ADOBE,əd'oʊbi
ADOBE'S,əd'oʊbiz
ADOLESCENCE,ædəl'esəns|ædoʊl'esəns
ADOLESCENT,ædəl'esənt|ædoʊl'esənt
ADOLESCENTS,ædəl'esənts|ædoʊl'esənts
ADOLF,'eɪdalf
ADOLF'S,'eɪdalfs
ADOLFO,əd'alfoʊ
ADOLPH,'eɪdolf
ADOLPHA,ad'oʊlfə
ADOLPHSON,'ædoʊlfsən
ADOLPHUS,əd'olfəs
ADON,ad'on
ADONIA,ad'oʊniə
ADONIS,əd'anəs
ADOPT,əd'apt
ADOPTABLE,əd'aptəbəl
ADOPTED,əd'aptəd
ADOPTEE,əd'apt'i
ADOPTEES,əd'apt'iz
ADOPTER,əd'aptər
ADOPTERS,əd'aptərz
ADOPTING,əd'aptəŋ
ADOPTION,əd'apʃən
ADOPTIONS,əd'apʃənz
ADOPTIVE,əd'aptəv
ADOPTS,əd'apts
ADOR,ad'or
ADORA,ad'orə
ADORABELLE,'ædərəbəl
ADORABLE,əd'orəbəl
ADORATION,ædər'eɪʃən
ADORE,əd'or
ADORED,əd'ord
ADOREE,ædər'i
ADOREES,ædər'iz
ADORES,əd'orz
ADORING,əd'orəŋ
ADORN,əd'orn
ADORNA,ad'ornə
ADORNED,əd'ornd
ADORNING,əd'ornəŋ
ADORNMENT,əd'ornmənt
ADORNO,ad'ornoʊ
ADORNS,əd'ornz
ADRA,'eɪdrə
ADRAGNA,adr'agnə
ADRDA,'eɪdərdə
ADREA,'adriə
ADRENAL,ədr'inəl
ADRENALIN,ədr'enələn
ADRENALINE,ədr'enələn
ADRIA,'adriə
ADRIAN,'eɪdriən
ADRIANA,eɪdri'ænə
ADRIANCE,adr'iəns
ADRIANO,adri'anoʊ
ADRIATIC,eɪdri'ætək
ADRIEL,ədr'il
ADRIENNE,adri'en
ADRIFT,ədr'ɪft
ADROIT,ədr'oɪt
ADROITLY,ədr'oɪtli
ADS,'ædz
ADS','ædz
ADSIT,'ædsət
ADSS,'æds|'eɪd'i'es'es
ADSTAR,'ædstar
ADSTEAM,'ædstim
ADTEC,'ædtek
ADULATE,'ædʒəleɪt
ADULATION,ædʒəl'eɪʃən
ADULIADAE,əduli'adeɪ
ADULT,əd'ʌlt|'ædəlt
ADULTERATE,əd'ʌltəreɪt
ADULTERATED,əd'ʌltəreɪtəd
ADULTERATES,əd'ʌltəreɪts
ADULTERATION,ədʌltər'eɪʃən
ADULTERER,əd'ʌltərər
ADULTERERS,əd'ʌltərərz
ADULTEROUS,əd'ʌltərəs
ADULTERY,əd'ʌltəri
ADULTHOOD,əd'ʌlthʊd
ADULTS,əd'ʌlts|'ædəlts
ADULTS',əd'ʌlts|'ædəlts
ADUSDUR,'ædəsdər
ADVACARE,'ædvəker
ADVALUE,'ædvəlu
ADVANCE,ədv'æns
ADVANCE'S,ədv'ænsəz
ADVANCED,ədv'ænst
ADVANCEMENT,ədv'ænsmənt
ADVANCEMENTS,ədv'ænsmənts
ADVANCER,ədv'ænsər
ADVANCERS,ədv'ænsərz
ADVANCES,ədv'ænsəz
ADVANCING,ədv'ænsəŋ
ADVANI,ædv'ani
ADVANTA,ædv'æntə|ədv'æntə
ADVANTA'S,ædv'æntəz|ədv'æntəz
ADVANTAGE,ædv'æntədʒ|ədv'æntədʒ|ædv'ænədʒ|ədv'ænədʒ
ADVANTAGED,ædv'æntədʒd|ədv'æntədʒd|ædv'ænədʒd|ədv'ænədʒd
ADVANTAGEOUS,ædvənt'eɪdʒəs
ADVANTAGES,ædv'æntədʒəz|ədv'æntədʒəz|ædv'ænədʒəz|ədv'ænədʒəz
ADVANTEST,ædv'æntəst|ədv'æntəst
ADVECTION,ædv'ekʃən
ADVENT,'ædvent
ADVENTIST,'ædventəst
ADVENTISTS,'ædventəsts|'ædventəs
ADVENTURE,ædv'entʃər|ədv'entʃər
ADVENTURER,ædv'entʃərər|ədv'entʃərər
ADVENTURERS,ædv'entʃərərz|ədv'entʃərərz
ADVENTURES,ædv'entʃərz|ədv'entʃərz
ADVENTURESOME,ædv'entʃərsəm|ədv'entʃərsəm
ADVENTURISM,ædv'entʃərɪzəm|ədv'entʃərɪzəm
ADVENTUROUS,ædv'entʃərəs|ədv'entʃərəs
ADVERB,'ædvərb
ADVERBIAL,ædv'ʌrbiəl
ADVERBS,'ædvərbz
ADVERSARIAL,ædvərs'eriəl
ADVERSARIES,'ædvərseriz
ADVERSARY,'ædvərseri
ADVERSE,ædv'ʌrs|'ædvʌrs|ədv'ʌrs
ADVERSELY,ædv'ʌrsli
ADVERSITY,ædv'ʌrsəti|ədv'ʌrsəti
ADVERTISE,'ædvərtaɪz
ADVERTISED,'ædvərtaɪzd|ædvərt'aɪzd
ADVERTISEMENT,ədv'ʌrtəzmənt|ædvərt'aɪzmənt
ADVERTISEMENTS,'ædvərtaɪzmənts
ADVERTISER,'ædvərtaɪzər
ADVERTISER'S,'ædvərtaɪzərz
ADVERTISERS,'ædvərtaɪzərz
ADVERTISERS','ædvʌrtaɪzərz
ADVERTISES,'ædvərtaɪzəz
ADVERTISING,'ædvərtaɪzəŋ
ADVERTISING'S,'ædvərtaɪzəŋz
ADVERTORIAL,ædvərt'oriəl
ADVERTORIALS,ædvərt'oriəlz
ADVEST,'ædvest
ADVICE,ædv'aɪs|ədv'aɪs
ADVIL,'ædvɪl
ADVIL'S,'ædvɪlz
ADVISABILITY,ædvaɪzəb'ɪləti
ADVISABLE,ədv'aɪzəbəl
ADVISE,ædv'aɪz|ədv'aɪz
ADVISED,ædv'aɪzd|ədv'aɪzd
ADVISEDLY,ædv'aɪzədli|ədv'aɪzədli
ADVISEMENT,ədv'aɪzmənt
ADVISER,ædv'aɪzər
ADVISER'S,ədv'aɪzərz
ADVISERS,ædv'aɪzərz
ADVISERS',ædv'aɪzərz
ADVISES,ædv'aɪzəz
ADVISING,ædv'aɪzəŋ
ADVISOR,ædv'aɪzər|ədv'aɪzər
ADVISORIES,ədv'aɪzəriz
ADVISORS,ædv'aɪzərz|ədv'aɪzərz
ADVISORY,ædv'aɪzəri|ədv'aɪzəri
ADVO,'ædvoʊ
ADVOCACY,'ædvəkəsi
ADVOCATE,'ædvəkət|'ædvəkeɪt
ADVOCATE'S,'ædvəkəts
ADVOCATED,'ædvəkeɪtəd
ADVOCATES,'ædvəkəts|'ædvəkeɪts
ADVOCATING,'ædvəkeɪtəŋ
ADVOCATION,ædvək'eɪʃən
ADWEEK,'ædwik
ADWELL,ədw'el
ADY,'eɪdi
ADZ,'ædz
AE,'eɪ
AEGEAN,ədʒ'iən
AEGERTER,'egərtər
AEGIS,'idʒəs
AEGON,'eɪgan
AELTUS,'æltəs
AENEAS,'æniəs
AENEID,ən'iəd
AEQUITRON,'eɪkwətran
AER,'er|'eɪ'i'ar
AERIAL,'eriəl
AERIALS,'eriəlz
AERIE,'eri
AERIEN,'eriən
AERIENS,'eriənz
AERITALIA,erət'æljə
AERO,'eroʊ
AEROBATIC,erəb'ætək
AEROBATICS,erəb'ætəks
AEROBIC,er'oʊbək
AEROBICALLY,er'oʊbəkli
AEROBICS,ər'oʊbəks
AERODROME,'erədroʊm
AERODROMES,'erədroʊmz
AERODYNAMIC,eroʊdaɪn'æmək
AERODYNAMICALLY,eroʊdaɪn'æməkli
AERODYNAMICIST,eroʊdaɪn'æməsəst
AERODYNAMICISTS,eroʊdaɪn'æməsəsts|eroʊdaɪn'æməsəs
AERODYNAMICS,eroʊdaɪn'æməks
AERODYNE,'erədaɪn
AERODYNE'S,'erədaɪnz
AEROFLOT,'eroʊflat
AEROFLOT'S,'eroʊflats
AEROGENOSA,'erədʒənoʊsə
AEROJET,'eroʊdʒet
AEROJETS,'eroʊdʒets
AEROLIFT,'eroʊlɪft
AEROLIFTS,'eroʊlɪfts
AEROLINEAS,eroʊl'ɪniəs
AEROMAR,'erəmar|'eroʊmar
AEROMEXICO,eroʊm'eksəkoʊ
AEROMEXICO'S,eroʊm'eksəkoʊz
AERONAUTIC,eroʊn'atək
AERONAUTICAL,eroʊn'atəkəl|erən'atəkəl
AERONAUTICAS,eroʊn'otəkəs
AERONAUTICS,erən'otəks
AEROPERU,eroʊpeɪr'u
AEROPERU'S,eroʊpeɪr'uz
AEROQUIP,'erəkwɪp
AEROSMITH,'eroʊsmɪθ
AEROSMITH'S,'eroʊsmɪθs
AEROSOL,'erəsal
AEROSOLS,'erəsalz
AEROSPACE,'eroʊspeɪs
AEROSPACE'S,'eroʊspeɪsəz
AEROSPATIALE,eroʊspasi'al
AEROSPATIALE'S,eroʊspasi'alz
AEROSTAR,'eroʊstar
AEROSTAR'S,'eroʊstarz
AEROSTARS,'eroʊstarz
AEROSTAT,'eroʊstæt
AEROSTAT'S,'eroʊstæts
AEROSTATS,'eroʊstæts
AEROTECH,'eroʊtek
AEROVIAS,eroʊv'iəz
AERTS,'erts
AESCHELUS,'eskələs
AESCHLIMAN,'eʃlimən
AESOP,'isap
AESOP'S,'isaps
AESTHENOPIA,æsθən'opjə
AESTHETE,'esθit
AESTHETE'S,'esθits
AESTHETES,'esθits
AESTHETIC,esθ'etək
AESTHETICALLY,esθ'etəkli
AESTHETICS,esθ'etəks
AETNA,'etnə
AETNA'S,'etnəz
AFANASYEV,æfən'eɪsiev
AFAR,əf'ar
AFFABLE,'æfəbəl
AFFABLY,'æfəbli
AFFAIR,əf'er
AFFAIR'S,əf'erz
AFFAIRS,əf'erz
AFFECT,əf'ekt
AFFECTATION,æfekt'eɪʃən
AFFECTED,əf'ektəd
AFFECTING,əf'ektəŋ
AFFECTION,əf'ekʃən
AFFECTIONATE,əf'ekʃənət
AFFECTIONATELY,əf'ekʃənətli
AFFECTIONS,əf'ekʃənz
AFFECTIVE,əf'ektəv
AFFECTIVELY,əf'ektəvli
AFFECTS,əf'ekts
AFFELDT,'æfəlt
AFFERENT,'æfərənt
AFFIANT,'æfiənt
AFFIDAVIT,æfəd'eɪvət
AFFIDAVITS,æfəd'eɪvəts
AFFILIATE,əf'ɪlieɪt|əf'ɪliət
AFFILIATE'S,əf'ɪlieɪts
AFFILIATED,əf'ɪlieɪtəd
AFFILIATED'S,əf'ɪlieɪtədz
AFFILIATES,əf'ɪliəts|əf'ɪlieɪts
AFFILIATES',əf'ɪliəts
AFFILIATING,əf'ɪlieɪtəŋ
AFFILIATION,əfɪli'eɪʃən
AFFILIATIONS,əfɪli'eɪʃənz
AFFINE,əf'aɪn
AFFINED,əf'aɪnd
AFFINES,əf'aɪnz
AFFINING,əf'aɪnəŋ
AFFINITIES,əf'ɪnətiz
AFFINITY,əf'ɪnəti
AFFIRM,əf'ʌrm
AFFIRMATION,æfərm'eɪʃən
AFFIRMATIONS,æfərm'eɪʃənz
AFFIRMATIVE,əf'ʌrmətəv
AFFIRMATIVELY,əf'ʌrmətəvli
AFFIRMED,əf'ʌrmd
AFFIRMING,əf'ʌrməŋ
AFFIRMS,əf'ʌrmz
AFFIX,'æfəks|əf'ɪks
AFFIXED,əf'ɪkst
AFFIXES,'æfəksəz|əf'ɪksəz
AFFIXING,əf'ɪksəŋ
AFFLECK,'æflək
AFFLERBACH,'æflərbak
AFFLICT,əfl'ɪkt
AFFLICTED,əfl'ɪktəd
AFFLICTING,əfl'ɪktəŋ
AFFLICTION,əfl'ɪkʃən
AFFLICTIONS,əfl'ɪkʃənz
AFFLICTS,əfl'ɪkts
AFFLIK,æfl'ɪk
AFFLUENCE,'æfluəns
AFFLUENT,'æfluənt
AFFOLTER,'æfoʊltər
AFFORD,əf'ord
AFFORDABILITY,əfordəb'ɪləti
AFFORDABLE,əf'ordəbəl
AFFORDABLY,əf'ordəbli
AFFORDED,əf'ordəd
AFFORDING,əf'ordəŋ
AFFORDS,əf'ordz
AFFRICATE,'æfrəkət
AFFRICATES,'æfrəkəts
AFFRICATION,æfrək'eɪʃən
AFFRONT,əfr'ʌnt
AFFRONTED,əfr'ʌntəd
AFFRONTING,əfr'ʌntəŋ
AFFRONTS,əfr'ʌnts
AFFYMAX,'æfimæks
AFGHAN,'æfgæn
AFGHANI,æfg'ani
AFGHANI'S,æfg'æniz
AFGHANIS,æfg'æniz
AFGHANISTAN,æfg'ænəstæn
AFGHANISTAN'S,æfg'ænəstænz
AFGHANISTANS,æfg'ænəstænz
AFGHANS,'æfgænz
AFHELDT,'æfelt
AFICIONADO,əfiʃjən'adoʊ
AFICIONADOS,əfɪʃən'adoʊz
AFIELD,əf'ild
AFIRE,əf'aɪr
AFLAME,əfl'eɪm
AFLATOXIN,æflət'aksən
AFLOAT,əfl'oʊt
AFLUTTER,əfl'ʌtər
AFMED,'æfmed
AFONSO,əf'ansoʊ
AFOOT,əf'ʊt
AFOREMENTIONED,əf'ormenʃənd
AFORESAID,əf'orsed
AFORETHOUGHT,əf'orθat
AFOUL,əf'aʊl
AFRAID,əfr'eɪd
AFRESH,əfr'eʃ
AFRICA,'æfrəkə|'æfərkə
AFRICA'S,'æfrəkəz
AFRICAN,'æfrəkən
AFRICANIST,'æfrəkənəst
AFRICANIZE,'æfrəkənaɪz
AFRICANIZED,'æfrəkənaɪzd
AFRICANS,'æfrəkənz
AFRIDI,əfr'idi
AFRIKAANS,æfrək'anz
AFRIKANER,æfrək'anər
AFRIKANERDOM,æfrək'anərdəm
AFRIKANERS,æfrək'anərz
AFRO,'æfroʊ
AFROAMERICAN,'æfroʊəm'erəkən
AFROAMERICANS,'æfroʊəm'erəkənz
AFROCENTRIC,'æfroʊs'entrək
AFSANE,afs'aneɪ
AFSANE'S,afs'aneɪz
AFSHAR,'æfʃər
AFSHAR'S,'æfʃərz
AFT,'æft
AFTER,'æftər
AFTERALL,'æftəral
AFTERBURNER,'æftərbʌrnər
AFTERBURNERS,'æftərbʌrnərz
AFTEREFFECT,'æftərəfekt
AFTEREFFECTS,'æftərəfekts
AFTERGLOW,'æftərgloʊ
AFTERGLOWS,'æftərgloʊz
AFTERHOURS,'æftərhaʊərz
AFTERIMAGE,'æftərɪmədʒ
AFTERIMAGES,'æftərɪmədʒəz
AFTERLIFE,'æftərlaɪf
AFTERLIVES,'æftərlaɪvz
AFTERMARKET,'æftərmarkət
AFTERMARKETS,'æftərmarkəts
AFTERMATH,'æftərmæθ
AFTERMATHS,'æftərmæθs
AFTERNOON,æftərn'un
AFTERNOON'S,æftərn'unz
AFTERNOONS,æftərn'unz
AFTERSHAVE,æftərʃ'eɪv
AFTERSHAVES,æftərʃ'eɪvz
AFTERSHOCK,'æftərʃak
AFTERSHOCKS,'æftərʃaks
AFTERTASTE,'æftərteɪst
AFTERTASTES,'æftərteɪsts|'æftərteɪs
AFTERTAX,'æftərtæks
AFTERTHOUGHT,'æftərθat|'æftərθot
AFTERTHOUGHTS,'æftərθats|'æftərθots
AFTERWARD,'æftərwərd
AFTERWARDS,'æftərwərdz
AFULA,əf'ulə
AFULA'S,əf'uləz
AG,'æg|'eɪg'i
AG'S,'ægz
AGA,'agə
AGACHE,'ægætʃ
AGACHE'S,'ægætʃəz
AGACHES,'ægætʃəz
AGAIN,əg'en|əg'eɪn
AGAINST,əg'enst|əg'eɪnst
AGAMEMNON,ægəm'emnan
AGAMEMNON'S,ægəm'emnanz
AGAN,'eɪgən
AGANA,əg'anə
AGANBEGYAN,ægənb'egjən
AGANS,'aganz
AGAPE,əg'eɪp
AGAR,'eɪgər
AGARD,'ægərd
AGARWAL,'agarwal
AGASP,əg'æsp
AGASSI,'ægəsi
AGASSIZ,əg'æsəz
AGATE,'ægət
AGATES,'ægəts
AGATHA,'ægəθə
AGAWAM,'ægəwam
AGCO,'ægkoʊ
AGE,'eɪdʒ
AGE'S,'eɪdʒəz
AGED,'eɪdʒd|'eɪdʒəd
AGEE,'eɪdʒ'i
AGEE'S,'eɪdʒiz
AGELESS,'eɪdʒləs
AGEMATSU,'ægəm'ætsu
AGENCE,'ædʒəns
AGENCIES,'eɪdʒənsiz
AGENCIES','eɪdʒənsiz
AGENCY,'eɪdʒənsi
AGENCY'S,'eɪdʒənsiz
AGENDA,ədʒ'endə
AGENDAS,ədʒ'endəz
AGENT,'eɪdʒənt
AGENT'S,'eɪdʒənts
AGENTS,'eɪdʒənts
AGENTS','eɪdʒənts
AGER,'eɪdʒər
AGERATUM,ədʒ'erətəm
AGERATUMS,ədʒ'erətəmz
AGERS,'eɪdʒərz
AGERS','eɪdʒərz
AGERTON,'eɪgərtən
AGES,'eɪdʒəz
AGFA,'ægfə
AGGARWAL,əg'arwəl
AGGIE,'ægi
AGGIES,'ægiz
AGGLOMERATE,əgl'aməreɪt
AGGLOMERATION,əglamər'eɪʃən
AGGLUTINATE,əgl'utəneɪt
AGGRANDIZE,əgr'ændaɪz
AGGRANDIZEMENT,'ægrəndaɪzmənt|əgr'ændaɪzmənt
AGGRANDIZING,'ægrəndaɪzəŋ|əgr'ændaɪzəŋ
AGGRAVATE,'ægrəveɪt
AGGRAVATED,'ægrəveɪtəd
AGGRAVATES,'ægrəveɪts
